effective_date,source_url,price_image_url,ron95_vung1
7/1/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-01-7-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/68fcf9bf257745b4a1c36a790ac31235/Gia%2001.7.2022.JPG,32 760
7/11/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-00-gio-00-ngay-11-7-2022.html,https://files.petrolimex.com.vn/pngs/6783dc1271ff449e95b74a9520964169/c0ca1c1eb3a84f618e9876c628398cda/Gia%2011.7.2022.png,29 670
7/21/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-21-7-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/8faeb5f7e1ee4c3dbe2af76a3288b29e/Gia%2021.7.2022.JPG,26 070
8/1/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-01-8-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/08722efd0c27402e9c0a19f757dd93af/Gia%2001.8.2022.JPG,25 600
8/11/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-11-8-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/7945ddafcd294de68003fd2b7f1c285e/2022-08-11_14-30-29.jpg,24 660
8/22/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-22-8-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/c5461c37686749a8b55910d34a3fe17a/Gia%2022.8.2022.JPG,24 660
9/5/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-05-9-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/0460a965d99449bb8587a3c06b7a986a/Gia%2005.9.2022.JPG,24 230
9/12/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-12-9-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/b07a48a29ff140f5a4688b49ce31887f/Gia%2012.9.2022.JPG,23 210
9/21/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-21-9-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/225aa7eab6bf4e08916dc38b262c4aca/Gia%2021.9.2022.JPG,22 580
10/3/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-03-10-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/8e44b817c20d476f9c3805fc5c295a08/Gia%2003.10.2022.JPG,21 440
10/11/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-11-10-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/c25ceda3c00c46f9872a19aeb3e23dfc/Gia%2011.10.2022.JPG,22 000
10/21/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-21-10-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/8e3805df505e4d04b61095a00f9d82ea/Gia%2021.10.2022.JPG,22 340
11/1/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-01-11-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/bf96c1304ac44762b711e1a2f85f6a08/Gia%2001.11.2022.JPG,22 750
11/11/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-11-11-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/9f7e491cbce74d02babdceb5ff485436/14.jpg,23 860
11/21/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-21-11-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/14819057ee1b4e85bf1278a110588136/Gia%2021.11.2022.JPG,23 780
12/1/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-01-12-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/bace718f0b1d45b6b40531a877a9d267/2022-12-01_14-39-10.jpg,22 700
12/12/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-12-12-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/6bf4c361193a48c5b4f4d3930e6d1220/Gia%2012.12.2022.JPG,21 200
12/21/2022,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-21-12-2022.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/685609bc81184e7d953e98b78ed41d0b/Gia%2021.12.2022.JPG,20 700
1/1/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-00-gio-00-ngay-01-01-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/da568e7735f4455d8f6a863b385f4e75/Gia%2001.01.2023.jpg,21 800
1/3/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-ngay-03-01-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/a871ec6e41b149e4a62a6d4b28c4f769/Gia%2003.01.2023.JPG,22 590
1/11/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15h-ngay-11-01-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/38c92d084f1b42d59843980fa2a3ed2c/Gia%2011.01.2023.JPG,22 150
1/30/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-19-gio-00-ngay-30-01-2023.html,https://files.petrolimex.com.vn/pngs/6783dc1271ff449e95b74a9520964169/62ceea78c2884b0db0925674711e40a5/Screenshot%202023-01-30%20195039.png,23 140
2/13/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-30-phut-ngay-13-02-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/d09f8edc4f364e6eb78925f6c580381f/Gia%2013.2.2023.JPG,23 760
2/21/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-21-02-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/3b5da2e093e742278e691b9166cb486e/GIa%2021.2.2023.JPG,23 440
3/1/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-01-3-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/8a04840bdf184efb9ef0d052ad8e2707/Gia%2001.3.2023.JPG,23 320
3/13/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-13-3-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/ea1c5b53cb9046bf88772b1dae168e14/Gia%2013.3.2023.JPG,23 810
3/21/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-21-3-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/fdc7c623bc6c4e7fb64efeb3e7505028/Gia%2021.3.2023.JPG,23 030
4/3/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-03-04-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/deda764eb5a443ba8b3f924c0f336419/2023-04-03_14-44-24.jpg,23 120
4/11/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-11-4-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/fa6ae4836fe74d8abaf122ce7cde10ad/Gia%2011.4.2023.JPG,24 240
4/21/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-17-gio-00-phut-ngay-21-4-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/945fda5609614fb78cf65e0be640e8b1/Bang%20gia%2021.4.23.jpg,23 630
5/4/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-04-5-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/e331190afdb54cbfb64e74e0938557d9/Gia%2004.5.2023.JPG,22 320
5/11/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-11-5-2023.html,https://files.petrolimex.com.vn/pngs/6783dc1271ff449e95b74a9520964169/6bffa612f5df45e7b8dcf72369f57183/Gia%2011.5.2023.png,21 000
6/1/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-01-6-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/bb4c1b8f494b4768b6693cd5fa09d2a0/Gia%2001.6.2023.JPG,22 010
0202-06-12,Petrolimex điều chỉnh giá xăng dầu từ 15 giờ 00 phút ngày 12.6.2023 :: Petrolimex (PLX) - Tập đoàn Xăng dầu Việt Nam,https://files.petrolimex.com.vn/images/6783dc1271ff449e95b74a9520964169/a75b70b39a7a42bfbbf47f15c839aace/Gia%2012.6.2023.JPG,22 010
6/21/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-21-6-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/2a3b5cf916e14eba91cdc2d0b3476ed3/Gia%2021.6.2023.JPG,22 010
7/3/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-03-7-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/6ce3d4f48ea544fb849253fe8637f3de/12.jpg,21 420
7/11/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-11-7-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/58d63123737c4a2d82c973d3e26e9314/Gia%2011.7.2023.JPG,21 490
7/21/2020,Petrolimex điều chỉnh giá xăng dầu từ 15 giờ 00 phút ngày 21.7.2023 :: Petrolimex (PLX) - Tập đoàn Xăng dầu Việt Nam,https://files.petrolimex.com.vn/images/6783dc1271ff449e95b74a9520964169/68dcf18013a248ff92168f9b3705c34b/Gia%2021.7.2023.JPG,22 790
8/1/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-01-8-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/95da783c592b44ed9777e903b366ede8/Gia%2001.8.2023.JPG,23 960
8/11/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-11-8-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/89f0b13d17dc42ccb568633af17e996c/Gia%2011.8.2023.JPG,23 990
8/21/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-21-8-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/e9a01a77adb242fd860623c2282826c3/Gia%2021.8.2023.JPG,24 600
9/5/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-05-9-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/ffcc67ee1ee740148610ad44f529e47d/Gia%2005.9.2023.JPG,24 870
9/11/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-11-9-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/7d2acf8eb9b54316b2b6174c65e20927/Gia%2011.9.2023.JPG,24 870
9/21/2023,Petrolimex điều chỉnh giá xăng dầu từ 16 giờ 00 phút ngày 21.9.2023 :: Petrolimex (PLX) - Tập đoàn Xăng dầu Việt Nam,https://files.petrolimex.com.vn/images/6783dc1271ff449e95b74a9520964169/15ccfa2b2e2a4971ba8cccf188e0a547/b%E1%BA%A3ng%20gi%C3%A1.chu%E1%BA%A9n.jpg,25 740
10/2/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-02-10-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/07a9a419abcf495d8b1edb20aa2798bd/Gia%2002.10.2023.JPG,24 840
10/11/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-16-gio-00-phut-ngay-11-10-2023.html,https://files.petrolimex.com.vn/pngs/6783dc1271ff449e95b74a9520964169/71611571ccd346c5b813d345c582fc39/Gia%2011.10.2023.png,23 040
10/23/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-23-10-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/90cb5194364842088f7bad211c784bd8/b%E1%BA%A3ng%20gi%C3%A1%2023.10.23.jpg,23 510
11/1/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-01-11-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/07fa0f2b3e69443cb0e312c1f20f1371/2023-11-01_14-40-37.jpg,23 920
11/13/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-13-11-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/d8ef583aa214466d92807e134d12f93c/Gia%2013.11.2023.JPG,23 530
11/23/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-23-11-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/1d61bb060a1d4517988f0418df18c0fa/Gia%2023.11.2023.JPG,23 020
11/30/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-30-11-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/1920eb242534446ab9cd1d5e9cc5d97f/Gia%2030.11.2023.JPG,22 990
12/7/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-07-12-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/315e744762a44ec586beed094fac3083/Gia%2007.12.2023.JPG,22 320
12/14/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-14-12-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/b99665827e5d404688c54c2caa80e496/Gia%2014.12.2023.JPG,21 400
12/21/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-16-gio-00-phut-ngay-21-12-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/b960e98f58794d80a937317073bb15a6/Gia%2021.12.2023.JPG,22 140
12/28/2023,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-28-12-2023.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/11f0984fa8cb43209638ce683e0dbc66/Gia%2028.12.2023.JPG,22 140
1/4/2024,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-04-01-2024.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/1fdefd90610848e2830619359203593a/Giabanle.JPG,21 910
1/11/2024,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-11-01-2024.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/dda13c5a15a04191a89c29a1ab9ca86f/Gi%C3%A1%2011.01.2024.JPG,21 930
1/18/2024,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-18-01-2024.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/edcc8cddf4aa48bb89e788ed805a23b3/Gi%C3%A1%2018.01.2024.JPG,22 480
1/25/2024,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-25-01-2024.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/0fd6e7edfc5b4534ab4bbef4a8a126f1/Gi%C3%A1%2025.01.2024.JPG,23 400
2/1/2024,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-01-02-2024.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/d5ddfe4025b446cb87bec13d3a94d4f9/Gi%C3%A1%2001.02.2024.JPG,24 160
2/8/2024,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-08-02-2024.html,https://files.petrolimex.com.vn/pngs/6783dc1271ff449e95b74a9520964169/e0855978c2234cb1939a84f4b4a50213/Gia%2008.2.2024.png,23 260
2/15/2024,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-15-02-2024.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/7de1c7389078404299961c0f780097a5/Giabanle15022024.jpg,23 910
2/22/2024,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-22-02-2024.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/8434db28a3ce4341951db8379b33c049/Gi%C3%A1%2022.02.2024.JPG,24 060
2/29/2024,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-29-02-2024.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/c653e580be154193b809c3535bf3091c/Gia%2029.02.2024.JPG,23 920
3/7/2024,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-07-3-2024.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/c3072208942c41ab9435c1ef59fff959/Gi%C3%A1%2007.3.2024.JPG,23 550
3/14/2024,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-14-3-2024.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/0b33a85adec24375901a9b69ae8091f6/Gia%2014.3.2024.JPG,23 540
3/21/2024,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/petrolimex-dieu-chinh-gia-xang-dau-tu-15-gio-00-phut-ngay-21-3-2024.html,https://files.petrolimex.com.vn/jpgs/6783dc1271ff449e95b74a9520964169/4ea184120bc54b7b8c4754f566677866/Gia%2021.3.24.JPG,24 280
